transaction_id,customer_id,amount,transaction_time,channel,merchant_category,merchant_id,location,is_fraud,amount_log,amount_sqrt,hour,day_of_week,is_weekend,is_night,channel_online,channel_mobile,high_amount,very_high_amount,chargeback_risk_score,credit_risk_score,velocity_risk_score,pattern_risk_score,composite_risk_score,is_actual_fraud
TXN_00000000,CUST_00867,78.34948260774094,2025-03-23 12:19:09.597062,mobile,restaurant,MERCH_7876,Location_048,False,4.373861926569823,8.851524309842963,12,1,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000001,CUST_01975,102.37452175578,2025-01-01 21:12:09.597062,in_store,entertainment,MERCH_9229,Location_011,False,4.638358527028728,10.118029539183013,21,4,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000002,CUST_01817,324.875301375938,2025-04-24 01:17:09.597062,in_store,retail,MERCH_1199,Location_085,False,5.786514797073915,18.02429752794649,1,5,0,1,0,0,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000003,CUST_00669,27.35144667950278,2025-04-12 16:07:09.597062,online,gas,MERCH_8979,Location_088,False,3.34467805813117,5.22986105738028,16,7,1,0,1,0,0,0,0.2,0.1,0.2,0.2,0.175,False
TXN_00000004,CUST_00552,134.20900516321748,2025-02-13 15:23:09.597062,mobile,gas,MERCH_5521,Location_085,False,4.906821767627583,11.584861033401198,15,5,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000005,CUST_00658,121.92803160371228,2024-11-16 02:51:09.597062,online,restaurant,MERCH_3808,Location_036,False,4.811599075216489,11.042102680364474,2,7,1,1,1,0,0,0,0.2,0.3,0.2,0.2,0.22499999999999998,False
TXN_00000006,CUST_01879,66.72969484091395,2024-08-01 12:08:09.597062,mobile,restaurant,MERCH_6862,Location_025,False,4.215524707693467,8.168824569111148,12,5,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000007,CUST_01704,181.2414455908503,2024-08-21 07:53:09.597062,online,gas,MERCH_2254,Location_092,False,5.2053324320140435,13.462594311307546,7,4,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
TXN_00000008,CUST_01854,58.05488885081706,2025-02-19 03:50:09.597062,mobile,entertainment,MERCH_1657,Location_022,False,4.078467330932111,7.619375883287099,3,4,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000009,CUST_00234,28.73295299397516,2025-06-29 00:40:09.597062,mobile,grocery,MERCH_8126,Location_064,False,3.39225595915359,5.360312770163245,0,1,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000010,CUST_01412,207.9377825295064,2024-07-28 13:24:09.597062,mobile,retail,MERCH_9898,Location_063,False,5.342036516399595,14.420047937836628,13,1,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000011,CUST_01195,281.97078092889166,2024-09-13 22:59:09.597062,online,gas,MERCH_4110,Location_034,False,5.6453436447117475,16.79198561602801,22,6,1,1,1,0,0,0,0.2,0.3,0.2,0.2,0.22499999999999998,False
TXN_00000012,CUST_00422,212.2473115059382,2025-02-22 21:35:09.597062,in_store,retail,MERCH_7050,Location_086,False,5.362452579051698,14.568710015163944,21,7,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000013,CUST_00943,223.47349638997065,2025-07-13 06:27:09.597062,in_store,retail,MERCH_9888,Location_073,False,5.413757644043735,14.949029948126087,6,1,0,1,0,0,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000014,CUST_01587,136.27300883425252,2024-09-25 02:30:09.597062,mobile,restaurant,MERCH_1101,Location_078,False,4.921971708118945,11.673603078495196,2,4,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000015,CUST_01265,8.392074793693874,2024-09-01 03:32:09.597062,online,restaurant,MERCH_6284,Location_066,False,2.239866226607468,2.896907798618015,3,1,0,1,1,0,0,0,0.2,0.3,0.2,0.1,0.19999999999999998,False
TXN_00000016,CUST_00343,23.93918550234336,2024-09-21 08:25:09.597062,mobile,gas,MERCH_7745,Location_011,False,3.2164402814324444,4.892768694956196,8,7,1,0,0,1,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000017,CUST_00511,56.45700640993617,2025-03-16 21:53:09.597062,mobile,entertainment,MERCH_7069,Location_059,False,4.051036953515508,7.513787753851992,21,1,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000018,CUST_00805,721.9244384732992,2024-08-23 11:04:09.597062,online,restaurant,MERCH_2920,Location_032,False,6.583304705595162,26.868651593879793,11,6,1,0,1,0,0,0,0.2,0.1,0.2,0.2,0.175,False
TXN_00000019,CUST_01081,179.31953424851872,2024-11-24 00:38:09.597062,mobile,entertainment,MERCH_6838,Location_045,False,5.194730467371753,13.391024391304748,0,1,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000020,CUST_00825,238.2352800798528,2025-02-24 16:41:09.597062,in_store,entertainment,MERCH_8931,Location_075,False,5.4774475031732335,15.434872208082995,16,2,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000021,CUST_00901,154.2250289593264,2025-01-15 20:31:09.597062,in_store,retail,MERCH_4834,Location_021,False,5.044875863814485,12.418737011440673,20,4,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000022,CUST_00022,12.28014422447309,2025-05-12 05:06:09.597062,in_store,gas,MERCH_5012,Location_091,False,2.5862700042659035,3.5043036718402547,5,2,0,1,0,0,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000023,CUST_01474,108.07248684772378,2025-01-31 19:29:09.597062,online,retail,MERCH_6690,Location_036,False,4.69201267815495,10.395791785512241,19,6,1,0,1,0,0,0,0.2,0.1,0.2,0.2,0.175,False
TXN_00000024,CUST_01380,190.67477182843712,2024-07-25 06:43:09.597062,mobile,gas,MERCH_5855,Location_030,False,5.2558000390356785,13.80850360569302,6,5,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000025,CUST_00247,92.72280289514684,2025-03-13 13:53:09.597062,online,gas,MERCH_7467,Location_071,False,4.540341520310897,9.629268035273856,13,5,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
TXN_00000026,CUST_01032,236.6101903231672,2024-12-05 11:37:09.597062,in_store,grocery,MERCH_4024,Location_032,False,5.47063147513432,15.38213867845324,11,5,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000027,CUST_01054,89.92906354330759,2024-12-30 22:07:09.597062,mobile,entertainment,MERCH_9577,Location_046,False,4.510079681029864,9.483093563985731,22,2,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000028,CUST_01767,19.107897261124236,2024-11-13 04:00:09.597062,mobile,restaurant,MERCH_8415,Location_030,False,3.0011126364639957,4.371258086766811,4,4,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000029,CUST_01485,71.03777097004873,2025-06-02 11:58:09.597062,mobile,entertainment,MERCH_5168,Location_036,False,4.2771905782694875,8.428390769894852,11,2,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000030,CUST_00542,82.3577111092113,2025-03-08 06:35:09.597062,in_store,entertainment,MERCH_9207,Location_029,False,4.4231411197251465,9.075114936418784,6,7,1,1,0,0,0,0,0.1,0.3,0.1,0.2,0.175,False
TXN_00000031,CUST_01465,103.41867016956014,2024-07-14 21:38:09.597062,mobile,restaurant,MERCH_2604,Location_066,False,4.64840849250158,10.169497046047073,21,1,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000032,CUST_01685,291.9691703339938,2025-01-10 01:45:09.597062,mobile,retail,MERCH_8567,Location_016,False,5.680067382777888,17.08710538195378,1,6,1,1,0,1,0,0,0.1,0.3,0.1,0.2,0.175,False
TXN_00000033,CUST_01969,195.24381933920228,2024-08-02 01:21:09.597062,online,entertainment,MERCH_5485,Location_063,False,5.279357862353595,13.972967449300176,1,6,1,1,1,0,0,0,0.2,0.3,0.2,0.2,0.22499999999999998,False
TXN_00000034,CUST_01503,500.14715833761176,2025-03-28 20:35:09.597062,in_store,grocery,MERCH_2976,Location_041,False,6.216899787171674,22.363970093380374,20,6,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000035,CUST_00833,217.9207741088635,2025-05-16 01:32:09.597062,online,entertainment,MERCH_2603,Location_010,False,5.388709902304837,14.762139889218755,1,6,1,1,1,0,0,0,0.2,0.3,0.2,0.2,0.22499999999999998,False
TXN_00000036,CUST_01035,374.05665975039744,2025-07-01 22:50:09.597062,mobile,gas,MERCH_6688,Location_077,False,5.92707710722479,19.34054445330838,22,3,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000037,CUST_00780,76.36846363418329,2024-10-17 16:31:09.597062,online,retail,MERCH_7874,Location_023,False,4.348579250979988,8.738905173657812,16,5,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
TXN_00000038,CUST_01958,29.1182064507823,2025-04-16 10:14:09.597062,mobile,retail,MERCH_2051,Location_030,False,3.4051298543719364,5.396128839342357,10,4,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000039,CUST_00179,62.04941666273689,2025-07-09 06:17:09.597062,online,entertainment,MERCH_3280,Location_036,False,4.143918810389333,7.877145210210162,6,4,0,1,1,0,0,0,0.2,0.3,0.2,0.1,0.19999999999999998,False
TXN_00000040,CUST_00106,33.085598965602124,2025-03-28 22:56:09.597062,mobile,retail,MERCH_7348,Location_006,False,3.528874977363948,5.752008255001215,22,6,1,1,0,1,0,0,0.1,0.3,0.1,0.2,0.175,False
TXN_00000041,CUST_01640,29.24823690969311,2025-06-09 10:11:09.597062,in_store,entertainment,MERCH_3646,Location_035,False,3.409437898801186,5.40816391298314,10,2,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000042,CUST_01878,27.475404590579306,2025-04-07 14:35:09.597062,in_store,retail,MERCH_1612,Location_031,False,3.3490407178566874,5.241698635993804,14,2,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000043,CUST_01807,665.6214724501949,2024-10-28 18:54:09.597062,mobile,gas,MERCH_9928,Location_090,False,6.5022223772513295,25.799640936458687,18,2,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000044,CUST_01781,181.2406226078746,2025-07-04 18:04:09.597062,online,entertainment,MERCH_3380,Location_010,False,5.205327916110258,13.462563745731146,18,6,1,0,1,0,0,0,0.2,0.1,0.2,0.2,0.175,False
TXN_00000045,CUST_01176,24.555245598000283,2024-11-26 16:12:09.597062,in_store,gas,MERCH_1944,Location_019,False,3.24084260273952,4.955324974005265,16,3,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000046,CUST_01963,55.76082524872813,2024-10-11 06:33:09.597062,in_store,entertainment,MERCH_8253,Location_043,False,4.038846391451971,7.46731713862001,6,6,1,1,0,0,0,0,0.1,0.3,0.1,0.2,0.175,False
TXN_00000047,CUST_01592,392.5477707700818,2025-04-24 05:31:09.597062,online,retail,MERCH_9579,Location_085,False,5.975202460158954,19.812818344952387,5,5,0,1,1,0,0,0,0.2,0.3,0.2,0.1,0.19999999999999998,False
TXN_00000048,CUST_00846,13.987540870469298,2025-06-13 16:10:09.597062,mobile,grocery,MERCH_4090,Location_041,False,2.707219247320343,3.739992094974172,16,6,1,0,0,1,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000049,CUST_00749,103.09482139945108,2025-07-06 02:43:09.597062,online,retail,MERCH_5689,Location_005,False,4.6453022279805625,10.153562005495957,2,1,0,1,1,0,0,0,0.2,0.3,0.2,0.1,0.19999999999999998,False
TXN_00000050,CUST_00882,337.84210079205246,2025-05-14 09:13:09.597062,mobile,restaurant,MERCH_7312,Location_082,False,5.825534219497065,18.380481516871434,9,4,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000051,CUST_00602,279.751575505841,2025-02-26 10:19:09.597062,in_store,retail,MERCH_7922,Location_030,False,5.637470205377841,16.725775781883513,10,4,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000052,CUST_01924,201.73146920119612,2025-03-13 15:25:09.597062,in_store,retail,MERCH_4954,Location_073,False,5.311882291537136,14.203220381350002,15,5,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000053,CUST_00765,454.1998608395169,2024-10-04 22:42:09.597062,mobile,restaurant,MERCH_3321,Location_013,False,6.120736577099238,21.3119652036014,22,6,1,1,0,1,0,0,0.1,0.3,0.1,0.2,0.175,False
TXN_00000054,CUST_00222,49.7740769320425,2025-01-21 18:15:09.597062,in_store,gas,MERCH_1590,Location_087,False,3.9273859277254717,7.055074551841567,18,3,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000055,CUST_00081,137.9112337514473,2025-06-21 15:40:09.597062,online,entertainment,MERCH_9522,Location_043,False,4.933835123030264,11.743561374278558,15,7,1,0,1,0,0,0,0.2,0.1,0.2,0.2,0.175,False
TXN_00000056,CUST_00782,128.7043002409101,2025-01-30 06:54:09.597062,mobile,entertainment,MERCH_2121,Location_027,False,4.865257246061209,11.344791767190356,6,5,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000057,CUST_00763,301.5492003539031,2025-07-08 07:42:09.597062,in_store,restaurant,MERCH_2723,Location_082,False,5.712243910043529,17.365172050800506,7,3,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
